OrderID,OrderDate,Region,SalesRep,Customer,Product,Category,UnitPrice,Quantity,Discount,Cost,Status
SO-11724,2024-02-01,West,Hannah Cohen,Black Mesa Corp,Design Suite,Software,599,4,0.0,179.7,Pending
SO-10108,2024-02-02,East,Amaya Suzuki,Globex GmbH,Headset Pro,Accessories,149,2,0.1,81.95,Pending
SO-11599,2024-02-02,East,Amaya Suzuki,Rekall Group,Data Migration,Services,1200,3,0.0,480.0,Closed Won
SO-10527,2024-02-03,Central,Ravi Patel,Stark Holdings,"Monitor 27""",Hardware,329,4,0.05,236.88,Closed Won
SO-10873,2024-02-03,North,Priya Sharma,Acme Ltd,Headset Pro,Accessories,149,3,0.0,81.95,Closed Won
SO-11571,2024-02-03,Central,Eva Schmidt,Wonka Industries,Mechanical Keyboard,Accessories,119,3,0.05,65.45,Pending
SO-11638,2024-02-03,West,Jin Wei,Massive Dynamic Industries,USB-C Hub,Accessories,59,1,0.2,32.45,Closed Won
SO-10848,2024-02-04,West,Hannah Cohen,Weyland Industries,Laptop Pro 16,Hardware,1899,2,0.1,1367.28,Closed Won
SO-11179,2024-02-04,North,Anna Becker,Globex LLC,Laptop Pro 16,Hardware,1899,2,0.0,1367.28,Closed Won
SO-11920,2024-02-04,North,Liam O'Connor,Gringotts GmbH,Mechanical Keyboard,Accessories,119,1,0.0,65.45,Closed Won
SO-10326,2024-02-05,North,Liam O'Connor,Acme LLC,USB-C Hub,Accessories,59,1,0.0,32.45,Closed Won
SO-10767,2024-02-05,West,Carlos Mendes,Soylent Partners,Laptop Pro 16,Hardware,1899,1,0.15,1367.28,Closed Won
SO-11329,2024-02-05,West,Carlos Mendes,Black Mesa Ltd,Office Suite,Software,199,5,0.0,59.7,Closed Won
SO-11409,2024-02-05,East,Sofia Lindqvist,Wonka LLC,Antivirus 1y,Software,49,2,0.15,14.7,Closed Won
SO-11915,2024-02-05,North,Liam O'Connor,Black Mesa Ltd,VPN 1y,Software,69,1,0.2,20.7,Closed Won
SO-11965,2024-02-05,West,Hannah Cohen,Wonka GmbH,Mechanical Keyboard,Accessories,119,2,0.0,65.45,Closed Won
SO-10875,2024-02-06,Central,Ravi Patel,Stark Holdings,Laptop Pro 14,Hardware,1299,2,0.05,935.28,Closed Won
SO-11098,2024-02-06,Central,Eva Schmidt,Oscorp Group,"Monitor 32""",Hardware,549,5,0.0,395.28,Closed Won
SO-10954,2024-02-07,East,Daniel Park,Acme Ltd,Wireless Mouse,Accessories,39,10,0.05,21.45,Closed Won
SO-11250,2024-02-07,North,Priya Sharma,Globex GmbH,Wireless Mouse,Accessories,39,5,0.0,21.45,Closed Won
SO-11130,2024-02-08,East,Amaya Suzuki,Acme LLC,Premium Support,Services,899,2,0.0,359.6,Closed Won
SO-11188,2024-02-08,Central,Ravi Patel,Cyberdyne Corp,Docking Station,Hardware,189,3,0.1,136.08,Refunded
SO-11717,2024-02-08,West,Jin Wei,Gringotts LLC,Setup Service,Services,249,10,0.15,99.6,Closed Won
SO-10537,2024-02-09,East,Sofia Lindqvist,Tyrell Ltd,Desktop Mini,Hardware,899,5,0.0,647.28,Closed Won
SO-10634,2024-02-09,South,Yara Haddad,Stark Corp,USB-C Hub,Accessories,59,10,0.15,32.45,Pending
SO-10949,2024-02-09,North,Priya Sharma,Stark Industries,Laptop Pro 16,Hardware,1899,2,0.0,1367.28,Closed Won
SO-10354,2024-02-10,Central,Ravi Patel,Globex Corp,Onsite Training,Services,1500,4,0.0,600.0,Closed Won
SO-10398,2024-02-11,East,Amaya Suzuki,Umbrella Holdings,"Monitor 32""",Hardware,549,1,0.0,395.28,Closed Won
SO-10661,2024-02-11,West,Hannah Cohen,Aperture Partners,Desktop Mini,Hardware,899,8,0.2,647.28,Closed Won
SO-10177,2024-02-12,South,Marco Rossi,Vandelay Industries,VPN 1y,Software,69,5,0.0,20.7,Cancelled
SO-10205,2024-02-12,East,Amaya Suzuki,Weyland Partners,Setup Service,Services,249,2,0.0,99.6,Refunded
SO-10551,2024-02-12,East,Daniel Park,Rekall Partners,Premium Support,Services,899,1,0.05,359.6,Closed Won
SO-10644,2024-02-12,Central,Olivia Brown,Cyberdyne Group,"Monitor 27""",Hardware,329,1,0.0,236.88,Closed Won
SO-10099,2024-02-13,East,Daniel Park,Black Mesa Group,Antivirus 1y,Software,49,1,0.0,14.7,Pending
SO-10638,2024-02-13,South,Tom Nguyen,Soylent Holdings,Premium Support,Services,899,5,0.2,359.6,Closed Won
SO-11158,2024-02-13,West,Jin Wei,Soylent Group,Webcam HD,Accessories,89,2,0.0,48.95,Closed Won
SO-11777,2024-02-13,East,Amaya Suzuki,Initech Group,Antivirus 1y,Software,49,8,0.2,14.7,Closed Won
SO-10657,2024-02-14,North,Priya Sharma,Massive Dynamic LLC,Onsite Training,Services,1500,3,0.15,600.0,Closed Won
SO-10934,2024-02-14,North,Liam O'Connor,Aperture Group,Office Suite,Software,199,2,0.05,59.7,Closed Won
SO-11662,2024-02-14,Central,Olivia Brown,Rekall Group,Laptop Pro 14,Hardware,1299,1,0.15,935.28,Closed Won
SO-11789,2024-02-14,Central,Eva Schmidt,Black Mesa Corp,Headset Pro,Accessories,149,5,0.15,81.95,Closed Won
SO-10046,2024-02-15,South,Marco Rossi,Soylent Holdings,Headset Pro,Accessories,149,4,0.05,81.95,Closed Won
SO-10208,2024-02-15,East,Sofia Lindqvist,Gringotts Group,Design Suite,Software,599,3,0.0,179.7,Closed Won
SO-10823,2024-02-15,West,Hannah Cohen,Aperture Partners,Antivirus 1y,Software,49,5,0.0,14.7,Closed Won
SO-11118,2024-02-16,West,Hannah Cohen,Tyrell Holdings,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-11194,2024-02-16,East,Sofia Lindqvist,Gringotts LLC,Premium Support,Services,899,3,0.0,359.6,Closed Won
SO-11507,2024-02-16,Central,Eva Schmidt,Wonka LLC,Office Suite,Software,199,1,0.05,59.7,Closed Won
SO-10579,2024-02-17,South,Yara Haddad,Soylent Industries,Docking Station,Hardware,189,2,0.1,136.08,Closed Won
SO-10835,2024-02-17,Central,Olivia Brown,Umbrella GmbH,Data Migration,Services,1200,1,0.0,480.0,Pending
SO-11429,2024-02-17,South,Tom Nguyen,Gringotts Corp,Premium Support,Services,899,1,0.05,359.6,Closed Won
SO-10288,2024-02-18,East,Sofia Lindqvist,Gringotts LLC,Webcam HD,Accessories,89,4,0.05,48.95,Closed Won
SO-10829,2024-02-18,East,Daniel Park,Wonka Ltd,Antivirus 1y,Software,49,2,0.1,14.7,Closed Won
SO-11004,2024-02-18,South,Tom Nguyen,Aperture Corp,Laptop Pro 16,Hardware,1899,1,0.05,1367.28,Cancelled
SO-10964,2024-02-19,North,Priya Sharma,Gringotts LLC,USB-C Hub,Accessories,59,1,0.0,32.45,Pending
SO-11200,2024-02-19,North,Priya Sharma,Acme Industries,Laptop Pro 14,Hardware,1299,5,0.15,935.28,Closed Won
SO-11337,2024-02-19,West,Hannah Cohen,Pied Piper LLC,VPN 1y,Software,69,2,0.0,20.7,Closed Won
SO-11734,2024-02-19,East,Amaya Suzuki,Tyrell GmbH,Premium Support,Services,899,3,0.05,359.6,Closed Won
SO-10199,2024-02-20,West,Hannah Cohen,Wonka LLC,Project Tracker,Software,129,1,0.1,38.7,Closed Won
SO-10228,2024-02-20,West,Hannah Cohen,Initech Industries,Design Suite,Software,599,2,0.0,179.7,Closed Won
SO-10828,2024-02-20,West,Carlos Mendes,Umbrella Holdings,Headset Pro,Accessories,149,3,0.1,81.95,Pending
SO-10876,2024-02-20,South,Tom Nguyen,Initech Industries,Docking Station,Hardware,189,2,0.1,136.08,Closed Won
SO-10983,2024-02-20,West,Hannah Cohen,Black Mesa Ltd,Onsite Training,Services,1500,3,0.1,600.0,Closed Won
SO-11392,2024-02-20,North,Priya Sharma,Pied Piper LLC,Headset Pro,Accessories,149,1,0.05,81.95,Closed Won
SO-10051,2024-02-21,North,Priya Sharma,Umbrella Corp,Wireless Mouse,Accessories,39,1,0.0,21.45,Closed Won
SO-10776,2024-02-21,East,Sofia Lindqvist,Aperture GmbH,VPN 1y,Software,69,3,0.0,20.7,Closed Won
SO-10080,2024-02-22,North,Priya Sharma,Weyland GmbH,Premium Support,Services,899,4,0.0,359.6,Closed Won
SO-10965,2024-02-22,West,Jin Wei,Stark Partners,Desktop Mini,Hardware,899,5,0.0,647.28,Refunded
SO-11159,2024-02-22,South,Marco Rossi,Gringotts LLC,Design Suite,Software,599,2,0.2,179.7,Closed Won
SO-11798,2024-02-22,West,Hannah Cohen,Soylent Group,USB-C Hub,Accessories,59,5,0.0,32.45,Closed Won
SO-10148,2024-02-23,Central,Eva Schmidt,Aperture Corp,"Monitor 27""",Hardware,329,4,0.0,236.88,Closed Won
SO-10157,2024-02-23,South,Tom Nguyen,Soylent Group,USB-C Hub,Accessories,59,1,0.0,32.45,Closed Won
SO-10245,2024-02-23,South,Tom Nguyen,Soylent Partners,Desktop Mini,Hardware,899,5,0.0,647.28,Closed Won
SO-10484,2024-02-23,West,Jin Wei,Tyrell GmbH,Webcam HD,Accessories,89,3,0.1,48.95,Cancelled
SO-10895,2024-02-23,Central,Olivia Brown,Wonka Industries,USB-C Hub,Accessories,59,2,0.2,32.45,Closed Won
SO-11205,2024-02-24,East,Daniel Park,Tyrell Partners,"Monitor 27""",Hardware,329,3,0.0,236.88,Closed Won
SO-11498,2024-02-24,West,Hannah Cohen,Oscorp GmbH,"Monitor 27""",Hardware,329,4,0.0,236.88,Closed Won
SO-11905,2024-02-24,West,Hannah Cohen,Wayne Corp,Setup Service,Services,249,2,0.0,99.6,Closed Won
SO-10002,2024-02-25,West,Hannah Cohen,Umbrella GmbH,Onsite Training,Services,1500,3,0.05,600.0,Closed Won
SO-10492,2024-02-25,South,Tom Nguyen,Soylent Holdings,USB-C Hub,Accessories,59,1,0.1,32.45,Closed Won
SO-10534,2024-02-25,South,Tom Nguyen,Aperture Partners,USB-C Hub,Accessories,59,4,0.0,32.45,Closed Won
SO-11690,2024-02-25,East,Amaya Suzuki,Stark Corp,Mechanical Keyboard,Accessories,119,4,0.0,65.45,Closed Won
SO-11879,2024-02-25,North,Priya Sharma,Gringotts LLC,Project Tracker,Software,129,1,0.0,38.7,Closed Won
SO-11204,2024-02-26,East,Daniel Park,Massive Dynamic Group,"Monitor 27""",Hardware,329,1,0.0,236.88,Closed Won
SO-11313,2024-02-27,Central,Ravi Patel,Massive Dynamic GmbH,Webcam HD,Accessories,89,8,0.2,48.95,Closed Won
SO-11367,2024-02-27,South,Tom Nguyen,Globex Holdings,VPN 1y,Software,69,1,0.15,20.7,Closed Won
SO-11391,2024-02-27,West,Carlos Mendes,Gringotts GmbH,Wireless Mouse,Accessories,39,3,0.0,21.45,Closed Won
SO-11104,2024-02-28,North,Liam O'Connor,Gringotts GmbH,Design Suite,Software,599,4,0.0,179.7,Cancelled
SO-11613,2024-02-28,East,Daniel Park,Umbrella Holdings,Project Tracker,Software,129,8,0.05,38.7,Pending
SO-11973,2024-02-28,North,Anna Becker,Stark Partners,VPN 1y,Software,69,1,0.0,20.7,Closed Won
SO-10948,2024-02-29,East,Amaya Suzuki,Massive Dynamic Corp,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-11038,2024-02-29,West,Hannah Cohen,Globex LLC,Laptop Pro 16,Hardware,1899,3,0.0,1367.28,Closed Won
SO-11773,2024-02-29,North,Liam O'Connor,Pied Piper Group,Premium Support,Services,899,1,0.15,359.6,Closed Won
SO-11992,2024-02-29,East,Sofia Lindqvist,Wonka LLC,Headset Pro,Accessories,149,10,0.1,81.95,Closed Won
SO-10096,2024-03-01,North,Priya Sharma,Gringotts Holdings,Webcam HD,Accessories,89,3,0.0,48.95,Closed Won
SO-10254,2024-03-01,North,Priya Sharma,Soylent Holdings,Data Migration,Services,1200,3,0.1,480.0,Closed Won
SO-11576,2024-03-01,North,Priya Sharma,Vandelay Industries,Design Suite,Software,599,2,0.0,179.7,Closed Won
SO-11626,2024-03-01,South,Tom Nguyen,Massive Dynamic GmbH,Wireless Mouse,Accessories,39,2,0.0,21.45,Closed Won
SO-11752,2024-03-01,West,Jin Wei,Wonka Industries,Premium Support,Services,899,10,0.0,359.6,Closed Won
SO-10726,2024-03-02,East,Amaya Suzuki,Initech Group,USB-C Hub,Accessories,59,2,0.0,32.45,Closed Won
SO-10730,2024-03-02,West,Jin Wei,Aperture Group,Desktop Mini,Hardware,899,1,0.0,647.28,Closed Won
SO-10971,2024-03-02,North,Anna Becker,Pied Piper Holdings,Laptop Pro 16,Hardware,1899,1,0.05,1367.28,Closed Won
SO-10045,2024-03-03,South,Yara Haddad,Vandelay Corp,Docking Station,Hardware,189,3,0.0,136.08,Closed Won
SO-11072,2024-03-04,South,Yara Haddad,Aperture Group,Wireless Mouse,Accessories,39,3,0.0,21.45,Closed Won
SO-11155,2024-03-04,West,Carlos Mendes,Wonka LLC,Setup Service,Services,249,2,0.0,99.6,Closed Won
SO-11289,2024-03-04,East,Sofia Lindqvist,Vandelay Industries,Wireless Mouse,Accessories,39,4,0.1,21.45,Refunded
SO-11637,2024-03-04,East,Amaya Suzuki,Initech Ltd,Data Migration,Services,1200,1,0.15,480.0,Closed Won
SO-10022,2024-03-05,East,Daniel Park,Acme Partners,Design Suite,Software,599,3,0.0,179.7,Closed Won
SO-11423,2024-03-05,Central,Eva Schmidt,Cyberdyne Group,VPN 1y,Software,69,2,0.1,20.7,Closed Won
SO-11680,2024-03-05,East,Amaya Suzuki,Rekall Corp,Headset Pro,Accessories,149,3,0.05,81.95,Closed Won
SO-10589,2024-03-06,East,Sofia Lindqvist,Tyrell LLC,VPN 1y,Software,69,3,0.0,20.7,Closed Won
SO-11643,2024-03-06,North,Anna Becker,Tyrell Partners,Data Migration,Services,1200,2,0.0,480.0,Closed Won
SO-10547,2024-03-07,West,Hannah Cohen,Wonka GmbH,"Monitor 32""",Hardware,549,3,0.0,395.28,Closed Won
SO-11153,2024-03-07,East,Amaya Suzuki,Weyland GmbH,Laptop Pro 16,Hardware,1899,3,0.0,1367.28,Closed Won
SO-11214,2024-03-07,West,Hannah Cohen,Rekall Group,Onsite Training,Services,1500,4,0.0,600.0,Closed Won
SO-10175,2024-03-08,South,Marco Rossi,Oscorp GmbH,VPN 1y,Software,69,1,0.15,20.7,Cancelled
SO-10214,2024-03-08,Central,Eva Schmidt,Gringotts LLC,Data Migration,Services,1200,4,0.0,480.0,Closed Won
SO-11952,2024-03-08,Central,Olivia Brown,Acme Partners,VPN 1y,Software,69,1,0.2,20.7,Closed Won
SO-11995,2024-03-08,East,Amaya Suzuki,Rekall Corp,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-10373,2024-03-09,West,Jin Wei,Oscorp GmbH,Onsite Training,Services,1500,1,0.05,600.0,Closed Won
SO-11386,2024-03-09,East,Sofia Lindqvist,Hooli GmbH,"Monitor 27""",Hardware,329,8,0.2,236.88,Refunded
SO-10441,2024-03-10,Central,Olivia Brown,Aperture Group,Laptop Pro 14,Hardware,1299,3,0.1,935.28,Closed Won
SO-11548,2024-03-10,West,Carlos Mendes,Soylent Industries,Project Tracker,Software,129,2,0.0,38.7,Closed Won
SO-11302,2024-03-11,North,Priya Sharma,Oscorp GmbH,USB-C Hub,Accessories,59,4,0.0,32.45,Pending
SO-10583,2024-03-12,Central,Olivia Brown,Soylent Group,Data Migration,Services,1200,8,0.0,480.0,Pending
SO-10800,2024-03-12,North,Priya Sharma,Wayne Holdings,Project Tracker,Software,129,1,0.05,38.7,Closed Won
SO-10792,2024-03-14,East,Sofia Lindqvist,Weyland GmbH,Docking Station,Hardware,189,4,0.2,136.08,Refunded
SO-11171,2024-03-14,North,Liam O'Connor,Aperture GmbH,Laptop Pro 14,Hardware,1299,2,0.0,935.28,Pending
SO-11466,2024-03-14,North,Liam O'Connor,Wonka Ltd,Laptop Pro 16,Hardware,1899,5,0.1,1367.28,Closed Won
SO-10636,2024-03-15,East,Daniel Park,Gringotts Group,Desktop Mini,Hardware,899,3,0.0,647.28,Closed Won
SO-10686,2024-03-15,East,Daniel Park,Rekall Holdings,Project Tracker,Software,129,5,0.0,38.7,Closed Won
SO-11825,2024-03-15,Central,Olivia Brown,Wonka Group,Design Suite,Software,599,4,0.05,179.7,Closed Won
SO-11157,2024-03-16,West,Jin Wei,Stark Corp,Desktop Mini,Hardware,899,15,0.0,647.28,Closed Won
SO-11708,2024-03-16,Central,Olivia Brown,Soylent Industries,Office Suite,Software,199,1,0.1,59.7,Pending
SO-10407,2024-03-17,East,Amaya Suzuki,Massive Dynamic Ltd,Office Suite,Software,199,1,0.1,59.7,Closed Won
SO-11246,2024-03-18,North,Liam O'Connor,Rekall Holdings,Office Suite,Software,199,3,0.0,59.7,Closed Won
SO-10374,2024-03-19,East,Daniel Park,Stark Holdings,Desktop Mini,Hardware,899,10,0.0,647.28,Closed Won
SO-11272,2024-03-19,West,Hannah Cohen,Wonka Partners,Setup Service,Services,249,1,0.05,99.6,Closed Won
SO-11691,2024-03-19,North,Priya Sharma,Wonka Partners,Laptop Pro 14,Hardware,1299,1,0.0,935.28,Closed Won
SO-10753,2024-03-20,East,Amaya Suzuki,Tyrell Holdings,"Monitor 32""",Hardware,549,2,0.0,395.28,Closed Won
SO-10106,2024-03-21,East,Amaya Suzuki,Gringotts Holdings,Desktop Mini,Hardware,899,2,0.05,647.28,Closed Won
SO-11375,2024-03-21,North,Liam O'Connor,Stark Holdings,Mechanical Keyboard,Accessories,119,1,0.0,65.45,Closed Won
SO-11580,2024-03-21,West,Carlos Mendes,Globex Group,Laptop Pro 16,Hardware,1899,5,0.0,1367.28,Closed Won
SO-11862,2024-03-21,East,Daniel Park,Black Mesa Group,Headset Pro,Accessories,149,4,0.1,81.95,Closed Won
